t_s,a_g
5.334000,0.006910
5.336000,0.007660
5.338000,0.010499
5.340000,0.009419
5.342000,0.005066
5.344000,0.004098
5.346000,0.005062
5.348000,0.008374
5.350000,0.003075
5.352000,0.005441
5.354000,0.004075
5.356000,0.003366
5.358000,0.001413
5.360000,0.001788
5.362000,-0.000465
5.364000,0.001850
5.366000,0.004480
5.368000,-0.001261
5.370000,0.002244
5.372000,-0.002412
5.374000,0.001924
5.376000,0.003517
5.378000,0.000051
5.380000,0.002337
5.382000,-0.000219
5.384000,0.003041
5.386000,0.003713
5.388000,0.007559
5.390000,0.005389
5.392000,0.008975
5.394000,0.009385
5.396000,0.006615
5.398000,0.013005
5.400000,0.011254
5.402000,0.011953
5.404000,0.012004
5.406000,0.019408
5.408000,0.015732
5.410000,0.014179
5.412000,0.018085
5.414000,0.016590
5.416000,0.021925
5.418000,0.020251
5.420000,0.020444
5.422000,0.021599
5.424000,0.023185
5.426000,0.027731
5.428000,0.023884
5.430000,0.021915
5.432000,0.021893
5.434000,0.025321
5.436000,0.025369
5.438000,0.023700
5.440000,0.028081
5.442000,0.024002
5.444000,0.029346
5.446000,0.031678
5.448000,0.033352
5.450000,0.031807
5.452000,0.033053
5.454000,0.035935
5.456000,0.033990
5.458000,0.037572
5.460000,0.037188
5.462000,0.042211
5.464000,0.042125
5.466000,0.043167
5.468000,0.045756
5.470000,0.046851
5.472000,0.048762
5.474000,0.051206
5.476000,0.054256
5.478000,0.057251
5.480000,0.054312
5.482000,0.056513
5.484000,0.058992
5.486000,0.061598
5.488000,0.064619
5.490000,0.065388
5.492000,0.063939
5.494000,0.066570
5.496000,0.069141
5.498000,0.064303
5.500000,0.067434
5.502000,0.071616
5.504000,0.072511
5.506000,0.066375
5.508000,0.069749
5.510000,0.067613
5.512000,0.068990
5.514000,0.068059
5.516000,0.070479
5.518000,0.066135
5.520000,0.068945
5.522000,0.066304
5.524000,0.066072
5.526000,0.066573
5.528000,0.065388
5.530000,0.064973
5.532000,0.061335
5.534000,0.061502
5.536000,0.058457
5.538000,0.064912
5.540000,0.063499
5.542000,0.063983
5.544000,0.056569
5.546000,0.063256
5.548000,0.062908
5.550000,0.064355
5.552000,0.059539
5.554000,0.062719
5.556000,0.060797
5.558000,0.062552
5.560000,0.053563
5.562000,0.054755
5.564000,0.056659
5.566000,0.057822
5.568000,0.055567
5.570000,0.052393
5.572000,0.052820
5.574000,0.049402
5.576000,0.050027
5.578000,0.046311
5.580000,0.052514
5.582000,0.044954
5.584000,0.041267
5.586000,0.041252
5.588000,0.040445
5.590000,0.033784
5.592000,0.035503
5.594000,0.035773
5.596000,0.032108
5.598000,0.032216
5.600000,0.028081
5.602000,0.025951
5.604000,0.020917
5.606000,0.017403
5.608000,0.017598
5.610000,0.016245
5.612000,0.015634
5.614000,0.010230
5.616000,0.007501
5.618000,0.005172
5.620000,0.004071
5.622000,0.006517
5.624000,-0.002137
5.626000,-0.001186
5.628000,0.001301
5.630000,-0.001491
5.632000,-0.005920
5.634000,-0.003141
5.636000,-0.005031
5.638000,-0.009665
5.640000,-0.006594
5.642000,-0.006107
5.644000,-0.006608
5.646000,-0.007234
5.648000,-0.009233
5.650000,-0.006968
5.652000,-0.007275
5.654000,-0.014261
5.656000,-0.015167
5.658000,-0.010811
5.660000,-0.011949
5.662000,-0.010949
5.664000,-0.014414
5.666000,-0.016425
5.668000,-0.015433
5.670000,-0.017219
5.672000,-0.018037
5.674000,-0.018707
5.676000,-0.022608
5.678000,-0.020266
5.680000,-0.019764
5.682000,-0.025103
5.684000,-0.024971
5.686000,-0.024230
5.688000,-0.029276
5.690000,-0.024558
5.692000,-0.023969
5.694000,-0.028068
5.696000,-0.026785
5.698000,-0.026627
5.700000,-0.026865
5.702000,-0.030588
5.704000,-0.029820
5.706000,-0.028095
5.708000,-0.029042
5.710000,-0.024852
5.712000,-0.023549
5.714000,-0.024905
5.716000,-0.026564
5.718000,-0.022230
5.720000,-0.022270
5.722000,-0.026582
5.724000,-0.020523
5.726000,-0.023008
5.728000,-0.018928
5.730000,-0.019865
5.732000,-0.022076
5.734000,-0.018901
5.736000,-0.018406
5.738000,-0.014263
5.740000,-0.017943
5.742000,-0.016344
5.744000,-0.016276
5.746000,-0.018242
5.748000,-0.017938
5.750000,-0.016630
5.752000,-0.018122
5.754000,-0.017222
5.756000,-0.021498
5.758000,-0.018659
5.760000,-0.024286
5.762000,-0.024491
5.764000,-0.016716
5.766000,-0.022407
5.768000,-0.021487
5.770000,-0.022656
5.772000,-0.026774
5.774000,-0.025374
5.776000,-0.025961
5.778000,-0.033008
5.780000,-0.026814
5.782000,-0.029896
5.784000,-0.028177
5.786000,-0.028109
5.788000,-0.029017
5.790000,-0.029697
5.792000,-0.029018
5.794000,-0.032207
5.796000,-0.030840
5.798000,-0.029905
5.800000,-0.029282
5.802000,-0.030872
5.804000,-0.035793
5.806000,-0.035991
5.808000,-0.030247
5.810000,-0.036231
5.812000,-0.035154
5.814000,-0.034239
5.816000,-0.034989
5.818000,-0.035768
5.820000,-0.035996
5.822000,-0.033691
5.824000,-0.041847
5.826000,-0.036305
5.828000,-0.041723
5.830000,-0.044965
5.832000,-0.036722
5.834000,-0.038258
5.836000,-0.043657
5.838000,-0.049550
5.840000,-0.044672
5.842000,-0.049124
5.844000,-0.051911
5.846000,-0.049818
5.848000,-0.054716
5.850000,-0.053070
5.852000,-0.054203
5.854000,-0.055729
5.856000,-0.059228
5.858000,-0.059619
5.860000,-0.055783
5.862000,-0.061939
5.864000,-0.066491
5.866000,-0.063637
5.868000,-0.062233
5.870000,-0.065186
5.872000,-0.062305
5.874000,-0.066727
5.876000,-0.067475
5.878000,-0.067072
5.880000,-0.068734
5.882000,-0.064262
5.884000,-0.061625
5.886000,-0.062155
5.888000,-0.065944
5.890000,-0.061851
5.892000,-0.059384
5.894000,-0.060019
5.896000,-0.061283
5.898000,-0.058894
5.900000,-0.056427
5.902000,-0.055219
5.904000,-0.055461
5.906000,-0.059007
5.908000,-0.053616
5.910000,-0.057454
5.912000,-0.055318
5.914000,-0.051326
5.916000,-0.051543
5.918000,-0.048384
5.920000,-0.049702
5.922000,-0.047989
5.924000,-0.047088
5.926000,-0.046026
5.928000,-0.047960
5.930000,-0.047477
5.932000,-0.044518
5.934000,-0.043574
5.936000,-0.043785
5.938000,-0.045152
5.940000,-0.042023
5.942000,-0.035939
5.944000,-0.036123
5.946000,-0.038618
5.948000,-0.034660
5.950000,-0.035164
5.952000,-0.035401
5.954000,-0.033392
5.956000,-0.026746
5.958000,-0.027143
5.960000,-0.024645
5.962000,-0.019381
5.964000,-0.020699
5.966000,-0.018193
5.968000,-0.017639
5.970000,-0.014270
5.972000,-0.010481
5.974000,-0.006933
5.976000,-0.005839
5.978000,-0.001758
5.980000,0.001265
5.982000,0.000043
5.984000,0.001881
5.986000,0.002598
5.988000,0.010058
5.990000,0.009875
5.992000,0.012796
5.994000,0.010793
5.996000,0.015798
5.998000,0.017630
6.000000,0.018013
6.002000,0.020703
6.004000,0.016314
6.006000,0.021017
6.008000,0.024949
6.010000,0.023150
6.012000,0.022229
6.014000,0.023825
6.016000,0.025572
6.018000,0.025616
6.020000,0.024553
6.022000,0.027140
6.024000,0.024592
6.026000,0.028603
6.028000,0.030241
6.030000,0.031067
6.032000,0.030312
6.034000,0.034984
6.036000,0.032367
6.038000,0.030479
6.040000,0.032956
6.042000,0.031651
6.044000,0.035163
6.046000,0.039546
6.048000,0.037929
6.050000,0.037648
6.052000,0.041892
6.054000,0.040681
6.056000,0.041349
6.058000,0.046874
6.060000,0.044068
6.062000,0.043847
6.064000,0.042445
6.066000,0.045294
6.068000,0.043564
6.070000,0.045514
6.072000,0.044217
6.074000,0.047693
6.076000,0.046432
6.078000,0.045218
6.080000,0.046023
6.082000,0.042816
6.084000,0.039998
6.086000,0.042908
6.088000,0.043223
6.090000,0.041985
6.092000,0.043088
6.094000,0.037883
6.096000,0.036557
6.098000,0.037146
6.100000,0.039364
6.102000,0.035879
6.104000,0.037164
6.106000,0.033485
6.108000,0.033152
6.110000,0.033929
6.112000,0.031504
6.114000,0.031905
6.116000,0.029652
6.118000,0.031057
6.120000,0.030577
6.122000,0.030841
6.124000,0.028580
6.126000,0.029473
6.128000,0.028290
6.130000,0.028733
6.132000,0.030229
6.134000,0.028030
6.136000,0.028056
6.138000,0.029740
6.140000,0.027004
6.142000,0.030979
6.144000,0.026459
6.146000,0.030601
6.148000,0.030814
6.150000,0.036782
6.152000,0.033775
6.154000,0.032822
6.156000,0.034229
6.158000,0.035516
6.160000,0.031794
6.162000,0.032366
6.164000,0.033294
6.166000,0.030364
6.168000,0.033872
6.170000,0.035059
6.172000,0.033084
6.174000,0.032622
6.176000,0.036053
6.178000,0.034049
6.180000,0.036575
6.182000,0.034421
6.184000,0.033054
6.186000,0.032527
6.188000,0.032356
6.190000,0.035375
6.192000,0.036174
6.194000,0.037479
6.196000,0.029170
6.198000,0.037469
6.200000,0.040725
6.202000,0.035688
6.204000,0.032989
6.206000,0.033217
6.208000,0.034336
6.210000,0.034744
6.212000,0.037275
6.214000,0.039544
6.216000,0.040135
6.218000,0.042187
6.220000,0.043816
6.222000,0.045228
6.224000,0.045733
6.226000,0.047934
6.228000,0.048385
6.230000,0.049727
6.232000,0.052288
6.234000,0.049893
6.236000,0.051280
6.238000,0.055157
6.240000,0.053343
6.242000,0.052260
6.244000,0.055491
6.246000,0.053591
6.248000,0.053506
6.250000,0.053310
6.252000,0.052418
6.254000,0.051755
6.256000,0.052821
6.258000,0.051583
6.260000,0.052879
6.262000,0.051606
6.264000,0.051481
6.266000,0.048672
6.268000,0.047538
6.270000,0.046935
6.272000,0.041392
6.274000,0.046257
6.276000,0.043222
6.278000,0.043628
6.280000,0.040921
6.282000,0.037747
6.284000,0.036957
6.286000,0.036141
6.288000,0.035400
6.290000,0.034558
6.292000,0.037827
6.294000,0.032436
6.296000,0.030255
6.298000,0.033822
6.300000,0.030560
6.302000,0.031156
6.304000,0.028864
6.306000,0.026741
6.308000,0.028090
6.310000,0.027913
6.312000,0.025700
6.314000,0.021991
6.316000,0.024341
6.318000,0.019840
6.320000,0.019474
6.322000,0.019485
6.324000,0.018782
6.326000,0.017940
6.328000,0.013821
6.330000,0.010369
6.332000,0.012222
6.334000,0.013993
6.336000,0.003868
6.338000,0.004608
6.340000,0.004180
6.342000,-0.001675
6.344000,-0.003328
6.346000,-0.008417
6.348000,-0.008173
6.350000,-0.012935
6.352000,-0.010589
6.354000,-0.016971
6.356000,-0.023033
6.358000,-0.021373
6.360000,-0.023062
6.362000,-0.024549
6.364000,-0.029687
6.366000,-0.029992
6.368000,-0.031161
6.370000,-0.034677
6.372000,-0.034802
6.374000,-0.034791
6.376000,-0.040007
6.378000,-0.038961
6.380000,-0.039237
6.382000,-0.039862
6.384000,-0.040382
6.386000,-0.042459
6.388000,-0.040968
6.390000,-0.044953
6.392000,-0.048168
6.394000,-0.044583
6.396000,-0.044721
6.398000,-0.045146
6.400000,-0.044935
6.402000,-0.046437
6.404000,-0.047565
6.406000,-0.048567
6.408000,-0.049147
6.410000,-0.048340
6.412000,-0.047564
6.414000,-0.049588
6.416000,-0.052628
6.418000,-0.051009
6.420000,-0.052432
6.422000,-0.053542
6.424000,-0.052957
6.426000,-0.053402
6.428000,-0.054630
6.430000,-0.055699
6.432000,-0.055787
6.434000,-0.056191
6.436000,-0.056527
6.438000,-0.057163
6.440000,-0.060144
6.442000,-0.055199
6.444000,-0.058129
6.446000,-0.057538
6.448000,-0.058320
6.450000,-0.057691
6.452000,-0.057280
6.454000,-0.056196
6.456000,-0.052227
6.458000,-0.057422
6.460000,-0.052191
6.462000,-0.052559
6.464000,-0.053199
6.466000,-0.049490
6.468000,-0.050235
6.470000,-0.048597
6.472000,-0.047659
6.474000,-0.043998
6.476000,-0.043571
6.478000,-0.043964
6.480000,-0.041283
6.482000,-0.040383
6.484000,-0.040552
6.486000,-0.036665
6.488000,-0.039233
6.490000,-0.035180
6.492000,-0.033309
6.494000,-0.033820
6.496000,-0.032917
6.498000,-0.030155
6.500000,-0.030821
6.502000,-0.033488
6.504000,-0.032443
6.506000,-0.031203
6.508000,-0.031174
6.510000,-0.031903
6.512000,-0.031123
6.514000,-0.030135
6.516000,-0.028717
6.518000,-0.030903
6.520000,-0.030470
6.522000,-0.029371
6.524000,-0.034928
6.526000,-0.029758
6.528000,-0.032226
6.530000,-0.031984
6.532000,-0.033660
6.534000,-0.029101
6.536000,-0.030575
6.538000,-0.032212
6.540000,-0.031666
6.542000,-0.029834
6.544000,-0.028250
6.546000,-0.031134
6.548000,-0.028944
6.550000,-0.029816
6.552000,-0.028883
6.554000,-0.027591
6.556000,-0.029891
6.558000,-0.025108
6.560000,-0.026481
6.562000,-0.027011
6.564000,-0.026018
6.566000,-0.025773
6.568000,-0.023473
6.570000,-0.027883
6.572000,-0.029268
6.574000,-0.027210
6.576000,-0.024501
6.578000,-0.025430
6.580000,-0.023855
6.582000,-0.023943
6.584000,-0.025985
6.586000,-0.030982
6.588000,-0.031935
6.590000,-0.024756
6.592000,-0.029902
6.594000,-0.031541
6.596000,-0.032968
6.598000,-0.031442
6.600000,-0.034496
6.602000,-0.032168
6.604000,-0.031823
6.606000,-0.035862
6.608000,-0.038130
6.610000,-0.036947
6.612000,-0.037429
6.614000,-0.036134
6.616000,-0.035258
6.618000,-0.038561
6.620000,-0.036468
6.622000,-0.038054
6.624000,-0.037069
6.626000,-0.033680
6.628000,-0.037656
6.630000,-0.038676
6.632000,-0.038173
6.634000,-0.033322
6.636000,-0.033267
6.638000,-0.030809
6.640000,-0.029464
6.642000,-0.027065
6.644000,-0.030831
6.646000,-0.025555
6.648000,-0.023782
6.650000,-0.024793
6.652000,-0.027024
6.654000,-0.021616
6.656000,-0.020404
6.658000,-0.024450
6.660000,-0.018111
6.662000,-0.017074
6.664000,-0.016182
6.666000,-0.015328
6.668000,-0.016738
6.670000,-0.013791
6.672000,-0.015607
6.674000,-0.012744
6.676000,-0.012517
6.678000,-0.011041
6.680000,-0.009083
6.682000,-0.008899
6.684000,-0.009752
6.686000,-0.008853
6.688000,-0.000768
6.690000,-0.003205
6.692000,-0.005546
6.694000,-0.003185
6.696000,0.000652
6.698000,0.000207
6.700000,0.002949
6.702000,0.007468
6.704000,0.004086
6.706000,0.003976
6.708000,0.008863
6.710000,0.012451
6.712000,0.011781
6.714000,0.016407
6.716000,0.017606
6.718000,0.020943
6.720000,0.024513
6.722000,0.026040
6.724000,0.027468
6.726000,0.027867
6.728000,0.029862
6.730000,0.035497
6.732000,0.039302
6.734000,0.040692
6.736000,0.041507
6.738000,0.042553
6.740000,0.045905
6.742000,0.047632
6.744000,0.052190
6.746000,0.049401
6.748000,0.049811
6.750000,0.052098
6.752000,0.054679
6.754000,0.052804
6.756000,0.054116
6.758000,0.055811
6.760000,0.055886
6.762000,0.057220
6.764000,0.057194
6.766000,0.058768
6.768000,0.061219
6.770000,0.056998
6.772000,0.059910
6.774000,0.060281
6.776000,0.057251
6.778000,0.058427
6.780000,0.063515
6.782000,0.063248
6.784000,0.061433
6.786000,0.058814
6.788000,0.058991
6.790000,0.060825
6.792000,0.058887
6.794000,0.060187
6.796000,0.059679
6.798000,0.060638
6.800000,0.067326
6.802000,0.063100
6.804000,0.060415
6.806000,0.065472
6.808000,0.066892
6.810000,0.067586
6.812000,0.063786
6.814000,0.064181
6.816000,0.065973
6.818000,0.065799
6.820000,0.061479
6.822000,0.061807
6.824000,0.067510
6.826000,0.063931
6.828000,0.061170
6.830000,0.059294
6.832000,0.061081
6.834000,0.057093
6.836000,0.058519
6.838000,0.055606
6.840000,0.052215
6.842000,0.053884
6.844000,0.048166
6.846000,0.049352
6.848000,0.050078
6.850000,0.041286
6.852000,0.040284
6.854000,0.041150
6.856000,0.036864
6.858000,0.036672
6.860000,0.035704
6.862000,0.035315
6.864000,0.035160
6.866000,0.033745
6.868000,0.031563
6.870000,0.027514
6.872000,0.029177
6.874000,0.025842
6.876000,0.027043
6.878000,0.031722
6.880000,0.026661
6.882000,0.023542
6.884000,0.022562
6.886000,0.022710
6.888000,0.022355
6.890000,0.022826
6.892000,0.023488
6.894000,0.021324
6.896000,0.025663
6.898000,0.024635
6.900000,0.022312
6.902000,0.022763
6.904000,0.023085
6.906000,0.022115
6.908000,0.021019
6.910000,0.022019
6.912000,0.020690
6.914000,0.018344
6.916000,0.019863
6.918000,0.024066
6.920000,0.020590
6.922000,0.016465
6.924000,0.016974
6.926000,0.013311
6.928000,0.020937
6.930000,0.015629
6.932000,0.013045
6.934000,0.013886
6.936000,0.013169
6.938000,0.015986
6.940000,0.013032
6.942000,0.009266
6.944000,0.011968
6.946000,0.008725
6.948000,0.008352
6.950000,0.007527
6.952000,0.011640
6.954000,0.008818
6.956000,0.013294
6.958000,0.009024
6.960000,0.011528
6.962000,0.012954
6.964000,0.008839
6.966000,0.012329
6.968000,0.011815
6.970000,0.014383
6.972000,0.016354
6.974000,0.012643
6.976000,0.015594
6.978000,0.016073
6.980000,0.016641
6.982000,0.019893
6.984000,0.018299
6.986000,0.017399
6.988000,0.015456
6.990000,0.017552
6.992000,0.016789
6.994000,0.015161
6.996000,0.017699
6.998000,0.019106
7.000000,0.015925
7.002000,0.016253
7.004000,0.017340
7.006000,0.019031
7.008000,0.011001
7.010000,0.016109
7.012000,0.009676
7.014000,0.014136
7.016000,0.011133
7.018000,0.008637
7.020000,0.007635
7.022000,0.009589
7.024000,0.001638
7.026000,0.004206
7.028000,0.003093
7.030000,0.000632
7.032000,0.001816
7.034000,-0.001554
7.036000,0.000393
7.038000,-0.000137
7.040000,-0.003999
7.042000,-0.003597
7.044000,-0.001909
7.046000,-0.006574
7.048000,-0.006310
7.050000,-0.006984
7.052000,-0.008139
7.054000,-0.007439
7.056000,-0.014501
7.058000,-0.008281
7.060000,-0.011124
7.062000,-0.010741
7.064000,-0.013709
7.066000,-0.017005
7.068000,-0.015821
7.070000,-0.014669
7.072000,-0.019946
7.074000,-0.017496
7.076000,-0.024469
7.078000,-0.021053
7.080000,-0.022425
7.082000,-0.025264
7.084000,-0.029643
7.086000,-0.029744
7.088000,-0.033275
7.090000,-0.033702
7.092000,-0.033722
7.094000,-0.040697
7.096000,-0.039979
7.098000,-0.042109
7.100000,-0.042469
7.102000,-0.047637
7.104000,-0.050414
7.106000,-0.050832
7.108000,-0.051260
7.110000,-0.052784
7.112000,-0.055622
7.114000,-0.058955
7.116000,-0.058227
7.118000,-0.063557
7.120000,-0.062457
7.122000,-0.060030
7.124000,-0.064456
7.126000,-0.065376
7.128000,-0.065605
7.130000,-0.068005
7.132000,-0.066832
7.134000,-0.066675
7.136000,-0.068654
7.138000,-0.067855
7.140000,-0.066349
7.142000,-0.067076
7.144000,-0.065483
7.146000,-0.068022
7.148000,-0.069252
7.150000,-0.064523
7.152000,-0.066896
7.154000,-0.066971
7.156000,-0.061923
7.158000,-0.063219
7.160000,-0.069359
7.162000,-0.066443
7.164000,-0.060823
7.166000,-0.065747
7.168000,-0.066468
7.170000,-0.067914
7.172000,-0.066360
7.174000,-0.064952
7.176000,-0.065805
7.178000,-0.069106
7.180000,-0.062721
7.182000,-0.062079
7.184000,-0.063675
7.186000,-0.063437
7.188000,-0.061107
7.190000,-0.065810
7.192000,-0.065791
7.194000,-0.063200
7.196000,-0.060693
7.198000,-0.062005
7.200000,-0.060883
7.202000,-0.062099
7.204000,-0.057420
7.206000,-0.059018
7.208000,-0.056878
7.210000,-0.055435
7.212000,-0.052874
7.214000,-0.049395
7.216000,-0.046975
7.218000,-0.049383
7.220000,-0.040565
7.222000,-0.042634
7.224000,-0.040676
7.226000,-0.037797
7.228000,-0.032285
7.230000,-0.034702
7.232000,-0.031522
7.234000,-0.032148
7.236000,-0.030582
7.238000,-0.025663
7.240000,-0.025513
7.242000,-0.023676
7.244000,-0.018407
7.246000,-0.024359
7.248000,-0.019708
7.250000,-0.015829
7.252000,-0.015265
7.254000,-0.014686
7.256000,-0.012287
7.258000,-0.014586
7.260000,-0.015428
7.262000,-0.010846
7.264000,-0.016093
7.266000,-0.009372
7.268000,-0.010089
7.270000,-0.006680
7.272000,-0.010694
7.274000,-0.011693
7.276000,-0.008133
7.278000,-0.006312
7.280000,-0.005632
7.282000,-0.003841
7.284000,-0.007221
7.286000,-0.006474
7.288000,-0.000925
7.290000,-0.005936
7.292000,0.002553
7.294000,-0.002203
7.296000,-0.000470
7.298000,-0.000923
7.300000,-0.004062
7.302000,-0.002575
7.304000,0.001877
7.306000,0.003856
7.308000,0.005310
7.310000,0.001401
7.312000,0.006640
7.314000,0.009109
7.316000,0.006206
7.318000,0.008284
7.320000,0.003685
7.322000,0.008261
7.324000,0.010306
7.326000,0.009103
7.328000,0.005724
7.330000,0.008202
7.332000,0.009268
7.334000,0.007961
7.336000,0.006370
7.338000,0.008957
7.340000,0.002879
7.342000,0.002766
7.344000,0.008762
7.346000,-0.000340
7.348000,0.004236
7.350000,0.004993
7.352000,0.000916
7.354000,0.004919
7.356000,-0.001207
7.358000,0.002290
7.360000,0.002329
7.362000,0.002634
7.364000,0.000369
7.366000,0.001691
7.368000,-0.000080
7.370000,0.000307
7.372000,0.003475
7.374000,-0.001114
7.376000,0.001782
7.378000,0.001677
7.380000,-0.000333
7.382000,0.004385
7.384000,0.006397
7.386000,0.005675
7.388000,0.004718
7.390000,0.003866
7.392000,0.009983
7.394000,0.012312
7.396000,0.008985
7.398000,0.010631
7.400000,0.010603
7.402000,0.013383
7.404000,0.018339
7.406000,0.017815
7.408000,0.018369
7.410000,0.019378
7.412000,0.019426
7.414000,0.017109
7.416000,0.018848
7.418000,0.018384
7.420000,0.022064
7.422000,0.021245
7.424000,0.022924
7.426000,0.021903
7.428000,0.022351
7.430000,0.024123
7.432000,0.024567
7.434000,0.025360
7.436000,0.026069
7.438000,0.025825
7.440000,0.030124
7.442000,0.031513
7.444000,0.029509
7.446000,0.030879
7.448000,0.030421
7.450000,0.033190
7.452000,0.031687
7.454000,0.033422
7.456000,0.035299
7.458000,0.033935
7.460000,0.040318
7.462000,0.038043
7.464000,0.041212
7.466000,0.043320
7.468000,0.047048
7.470000,0.049631
7.472000,0.051173
7.474000,0.051935
7.476000,0.051452
7.478000,0.057189
7.480000,0.058798
7.482000,0.054693
7.484000,0.063440
7.486000,0.065611
7.488000,0.061282
7.490000,0.063800
7.492000,0.066109
7.494000,0.069070
7.496000,0.066901
7.498000,0.070417
7.500000,0.070799
7.502000,0.071529
7.504000,0.073773
7.506000,0.068205
7.508000,0.067093
7.510000,0.068081
7.512000,0.069852
7.514000,0.068603
7.516000,0.070642
7.518000,0.066857
7.520000,0.067230
7.522000,0.064578
7.524000,0.065890
7.526000,0.066696
7.528000,0.064912
7.530000,0.062308
7.532000,0.064967
7.534000,0.063326
7.536000,0.060581
7.538000,0.061408
7.540000,0.061217
7.542000,0.057623
7.544000,0.058905
7.546000,0.060289
7.548000,0.060336
7.550000,0.055491
7.552000,0.058608
7.554000,0.059123
7.556000,0.059187
7.558000,0.060583
7.560000,0.059538
7.562000,0.056757
7.564000,0.054252
7.566000,0.054983
7.568000,0.053142
7.570000,0.056024
7.572000,0.053405
7.574000,0.050692
7.576000,0.047328
7.578000,0.048095
7.580000,0.046315
7.582000,0.048305
7.584000,0.045012
7.586000,0.042051
7.588000,0.041317
7.590000,0.035723
7.592000,0.033445
7.594000,0.031237
7.596000,0.030678
7.598000,0.022950
7.600000,0.024765
7.602000,0.020336
7.604000,0.018606
7.606000,0.017498
7.608000,0.014440
7.610000,0.016324
7.612000,0.011060
7.614000,0.008543
7.616000,0.012728
7.618000,0.008923
7.620000,0.001499
7.622000,0.002913
7.624000,0.004391
7.626000,0.000812
7.628000,-0.001314
7.630000,-0.000121
7.632000,-0.003100
7.634000,-0.004258
7.636000,-0.006926
7.638000,-0.005038
7.640000,-0.008345
7.642000,-0.004065
7.644000,-0.007204
7.646000,-0.012751
7.648000,-0.008939
7.650000,-0.002631
7.652000,-0.009487
7.654000,-0.014249
7.656000,-0.012598
7.658000,-0.015086
7.660000,-0.013082
7.662000,-0.014442
7.664000,-0.016405
7.666000,-0.011889
7.668000,-0.015909
7.670000,-0.021793
7.672000,-0.017737
7.674000,-0.018226
7.676000,-0.019087
7.678000,-0.019624
7.680000,-0.025517
7.682000,-0.025376
7.684000,-0.025777
7.686000,-0.023306
7.688000,-0.022742
7.690000,-0.024946
7.692000,-0.028160
7.694000,-0.027792
7.696000,-0.027088
7.698000,-0.028947
7.700000,-0.032423
7.702000,-0.025099
7.704000,-0.029329
7.706000,-0.027580
7.708000,-0.027181
7.710000,-0.031923
7.712000,-0.028262
7.714000,-0.027884
7.716000,-0.026086
7.718000,-0.024291
7.720000,-0.022876
7.722000,-0.021974
7.724000,-0.024304
7.726000,-0.021059
7.728000,-0.021298
7.730000,-0.021230
7.732000,-0.018828
7.734000,-0.020139
7.736000,-0.019385
7.738000,-0.017589
7.740000,-0.018904
7.742000,-0.017883
7.744000,-0.018304
7.746000,-0.016986
7.748000,-0.015448
7.750000,-0.018820
7.752000,-0.016921
7.754000,-0.018696
7.756000,-0.018032
7.758000,-0.016113
7.760000,-0.024936
7.762000,-0.019799
7.764000,-0.020705
7.766000,-0.019648
7.768000,-0.025322
7.770000,-0.021656
7.772000,-0.021721
7.774000,-0.027858
7.776000,-0.026442
7.778000,-0.029098
7.780000,-0.028111
7.782000,-0.026430
7.784000,-0.031196
7.786000,-0.026297
7.788000,-0.030893
7.790000,-0.031641
7.792000,-0.030414
7.794000,-0.031516
7.796000,-0.031964
7.798000,-0.029117
7.800000,-0.035478
7.802000,-0.030183
7.804000,-0.033406
7.806000,-0.033746
7.808000,-0.031830
7.810000,-0.032713
7.812000,-0.033663
7.814000,-0.034995
7.816000,-0.034548
7.818000,-0.034107
7.820000,-0.034497
7.822000,-0.038073
7.824000,-0.036426
7.826000,-0.039991
7.828000,-0.034891
7.830000,-0.042179
7.832000,-0.039409
7.834000,-0.044178
7.836000,-0.038407
7.838000,-0.045401
7.840000,-0.043716
7.842000,-0.047243
7.844000,-0.051092
7.846000,-0.051156
7.848000,-0.054041
7.850000,-0.053825
7.852000,-0.054399
7.854000,-0.056786
7.856000,-0.059349
7.858000,-0.060443
7.860000,-0.055924
7.862000,-0.060181
7.864000,-0.060546
7.866000,-0.061231
7.868000,-0.064209
7.870000,-0.064600
7.872000,-0.061930
7.874000,-0.063755
7.876000,-0.068388
7.878000,-0.063384
7.880000,-0.062539
7.882000,-0.063141
7.884000,-0.064619
7.886000,-0.061925
7.888000,-0.058265
7.890000,-0.059313
7.892000,-0.058443
7.894000,-0.064015
7.896000,-0.058828
7.898000,-0.058426
7.900000,-0.056707
7.902000,-0.055640
7.904000,-0.057532
7.906000,-0.053008
7.908000,-0.055635
7.910000,-0.052190
7.912000,-0.052428
7.914000,-0.052340
7.916000,-0.053343
7.918000,-0.049977
7.920000,-0.049898
7.922000,-0.049369
7.924000,-0.049497
7.926000,-0.051642
7.928000,-0.046084
7.930000,-0.044079
7.932000,-0.044740
7.934000,-0.044405
7.936000,-0.046169
7.938000,-0.044197
7.940000,-0.042195
7.942000,-0.041749
7.944000,-0.041892
7.946000,-0.039280
7.948000,-0.036905
7.950000,-0.039366
7.952000,-0.035290
7.954000,-0.030427
7.956000,-0.031029
7.958000,-0.024854
7.960000,-0.024638
7.962000,-0.021631
7.964000,-0.020365
7.966000,-0.014675
7.968000,-0.016925
7.970000,-0.013502
7.972000,-0.010057
7.974000,-0.011516
7.976000,-0.009942
7.978000,-0.005057
7.980000,0.001212
7.982000,0.003493
7.984000,0.002284
7.986000,0.003850
7.988000,0.004698
7.990000,0.009350
7.992000,0.011597
7.994000,0.013642
7.996000,0.010809
